Date,DateCat,Year,Month,Longitude,Latitude,Station,NISKIN,Depth (m),Depth,pH,pCO2 µatm,Record No,CTDPRS_DBAR,Depth Category,CTDTMP_DEG_C_ITS90,CTD Salinity (PSU),SIGMATHETA_KG_M3,CTDOXY_MG_L_AVG,OXYGEN_UMOL_KG,"DIC
(µmol/kg)","TAlk
(µmol/kg)",PHOSPHATE umol_kg,SILICATE umol_kg,Aragonite,O2 in mg/l
10/30/14,10/1/14,2014,Oct,-123.1082,47.4253,P12,2,80,Deep,7.568272142,1232.538786,3.2502E+11,80.707,Deep 70-90m,11.035,30.581,23.331,3.836,125.4,2091.4,2105,,,0.647207889,4.105
10/30/14,10/1/14,2014,Oct,-123.1082,47.4253,P12,1,120,Deep,7.611117626,1110.125602,3.2502E+11,121.013,Deep 100-120m,11.301,30.699,23.376,4.212,135,2084.2,2111,,,0.71893931,4.422
10/1/14,10/1/14,2014,Oct,-123.1083,47.4252,P12,1,121,Deep,,,33CB20140929,121.942,Deep 100-120m,8.828,30.044,23.266,1.911,62,,2075.7,,,,2.029
10/31/14,10/1/14,2014,Oct,-123.0173,48.2717,P22,8,1,Surface,7.9126279,535.6828887,3.2502E+11,1.367,Surf-10m,12.84,30.927,23.271,7.04,223.6,1996.4,2118.1,,,1.47460199,7.322
10/31/14,10/1/14,2014,Oct,-123.0173,48.2717,P22,7,5,5-m,7.856665817,618.2254809,3.2502E+11,5.2,Surf-10m,12.674,30.993,23.354,6.856,216.7,2020.3,2123,,,1.310036108,7.097
10/31/14,10/1/14,2014,Oct,-123.0173,48.2717,P22,6,10,Mid,7.879283255,583.6360396,3.2502E+11,10.285,Surf-10m,12.331,31.103,23.504,6.622,216.6,2018.7,2127.9,,,1.36043333,7.095
10/31/14,10/1/14,2014,Oct,-123.0173,48.2717,P22,5,20,Mid,7.866239907,603.4869483,3.2502E+11,20.559,Mid 20-30m,12.091,31.193,23.618,6.468,204.6,2029.7,2134.2,,,1.317011914,6.703
10/31/14,10/1/14,2014,Oct,-123.0173,48.2717,P22,4,30,Mid,7.806428846,698.7130694,3.2502E+11,30.371,Mid 20-30m,12.01,31.217,23.651,6.395,206.6,2043.6,2128.8,,,1.155264013,6.769
10/31/14,10/1/14,2014,Oct,-123.0173,48.2717,P22,3,50,Mid,7.814244675,686.2102244,3.2502E+11,50.818,Mid 40-60m,11.784,31.295,23.753,6.223,186.1,2052.3,2139.8,,,1.169561289,6.098
10/31/14,10/1/14,2014,Oct,-123.0173,48.2717,P22,2,80,Deep,7.797809215,711.6062444,3.2502E+11,80.922,Deep 70-90m,11.629,31.349,23.823,6.152,198.6,2056.4,2138.7,,,1.120148526,6.505
10/31/14,10/1/14,2014,Oct,-123.0173,48.2717,P22,1,88,Deep,7.757218034,783.0817252,3.2502E+11,88.303,Deep 70-90m,11.293,31.464,23.973,5.844,200.3,2064.6,2133.6,,,1.013834093,6.561
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,19,1,Surface,,,3.2502E+11,1.29,Surf-10m,12.692,29.822,22.444,8.035,191.8,,,,,,6.274
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,20,1,Surface,7.67549333,945.8480793,3.2502E+11,1.278,Surf-10m,12.697,29.835,22.453,8.167,194.5,2007.3,2052.2,,,0.843766263,6.364
10/29/14,10/1/14,2014,Oct,-122.4545,47.7033,P28,10,2,Surface,7.717637332,862.816628,3.2502E+11,2.038,Surf-10m,12.53,29.342,22.103,6.501,221,2016.2,2070.9,,,0.916237638,7.229
10/29/14,10/1/14,2014,Oct,-122.4545,47.7033,P28,9,5,5-m,7.731494183,835.1307831,3.2502E+11,5.321,Surf-10m,12.38,30.099,22.717,6.113,198.8,2027,2087.7,,,0.960810038,6.504
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,17,5,5-m,,,3.2502E+11,5.033,Surf-10m,12.598,30.081,22.662,7.738,188,,,,,,6.152
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,18,5,5-m,,,3.2502E+11,5.011,Surf-10m,12.594,30.089,22.669,7.73,189.3,,,,,,6.196
10/29/14,10/1/14,2014,Oct,-122.4545,47.7033,P28,8,10,Mid,7.727211539,843.4512199,3.2502E+11,10.199,Surf-10m,12.297,30.302,22.889,5.944,186.1,2031.2,2091.1,,,0.954080577,6.091
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,15,10,Mid,,,3.2502E+11,10.138,Surf-10m,12.439,30.347,22.898,7.003,191.9,,,,,,6.28
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,16,10,Mid,,,3.2502E+11,10.157,Surf-10m,12.438,30.35,22.9,7.008,192.2,,,,,,6.29
10/29/14,10/1/14,2014,Oct,-122.4545,47.7033,P28,7,20,Mid,7.697714886,904.5607684,3.2502E+11,20.337,Mid 20-30m,12.275,30.336,22.92,5.882,183.2,2036.5,2088.2,,,0.893435662,5.995
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,13,20,Mid,,,3.2502E+11,20.311,Mid 20-30m,12.429,30.363,22.912,6.935,174,,,,,,5.696
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,14,20,Mid,7.779057319,752.0111474,3.2502E+11,20.311,Mid 20-30m,12.429,30.361,22.911,6.939,176.9,2045.6,2122,,,1.086749685,5.791
10/29/14,10/1/14,2014,Oct,-122.4545,47.7033,P28,6,30,Mid,7.708636058,880.849544,3.2502E+11,30.33,Mid 20-30m,12.259,30.351,22.934,5.824,179.4,2036.6,2091.5,,,0.914798627,5.872
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,11,30,Mid,,,3.2502E+11,30.39,Mid 20-30m,12.373,30.444,22.985,6.583,161.4,,,,,,5.282
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,12,30,Mid,,,3.2502E+11,30.377,Mid 20-30m,12.37,30.445,22.986,6.594,166.4,,,,,,5.447
10/29/14,10/1/14,2014,Oct,-122.4545,47.7033,P28,5,50,Mid,7.699626547,899.6775889,3.2502E+11,50.508,Mid 40-60m,12.211,30.443,23.014,5.557,168.8,2042.8,2095.5,,,0.897222943,5.525
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,9,50,Mid,,,3.2502E+11,50.769,Mid 40-60m,12.262,30.505,23.053,6.352,197.6,,,,,,6.469
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,10,50,Mid,7.648564249,1019.063783,3.2502E+11,50.767,Mid 40-60m,12.262,30.505,23.053,6.359,215.9,2055.4,2094.4,,,0.806094215,7.067
10/29/14,10/1/14,2014,Oct,-122.4545,47.7033,P28,4,80,Deep,7.685814225,927.5362656,3.2502E+11,81.054,Deep 70-90m,12.032,30.546,23.127,5.516,166.8,2049.4,2098.2,,,0.86518876,5.459
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,7,80,Deep,,,3.2502E+11,81.085,Deep 70-90m,12.022,30.63,23.194,6.295,183.4,,,,,,6.004
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,8,81,Deep,,,3.2502E+11,81.143,Deep 70-90m,12.022,30.63,23.194,6.291,186.3,,,,,,6.1
10/29/14,10/1/14,2014,Oct,-122.4545,47.7033,P28,3,110,Deep,7.701358937,892.4417012,3.2502E+11,111.289,Deep 100-120m,11.938,30.64,23.217,5.443,169,2053,2106.5,,,0.893704373,5.534
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,5,110,Deep,,,3.2502E+11,111.242,Deep 100-120m,11.872,30.727,23.296,6.425,170.4,,,,,,5.579
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,6,110,Deep,7.672332029,958.7558441,3.2502E+11,111.326,Deep 100-120m,11.871,30.727,23.297,6.425,175.1,2063.6,2109,,,0.840013228,5.733
10/29/14,10/1/14,2014,Oct,-122.4545,47.7033,P28,2,150,Deep,7.670618677,957.3584676,3.2502E+11,151.6,Deep 140-180m,11.868,30.72,23.292,5.188,169,2060.8,2106.1,,,0.832058901,5.534
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,4,150,Deep,,,3.2502E+11,151.492,Deep 140-180m,11.709,30.82,23.398,6.353,170.1,,,,,,5.571
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,3,175,Deep,,,3.2502E+11,176.482,Deep 140-180m,11.651,30.86,23.44,6.322,171.1,,,,,,5.605
10/29/14,10/1/14,2014,Oct,-122.4545,47.7033,P28,1,188,Deep,7.652220189,997.2052204,3.2502E+11,189.484,Deep 140-180m,11.768,30.784,23.359,5.016,164.1,2067,2107.5,,,0.794999962,5.373
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,1,189,Deep,,,3.2502E+11,190.58,Deep 140-180m,11.567,30.904,23.489,6.24,166.2,,,,,,5.444
10/23/14,10/1/14,2014,Oct,-122.4543,47.7033,P28,2,189,Deep,7.53398573,1313.985156,3.2502E+11,190.587,Deep 140-180m,11.567,30.904,23.489,6.246,167.1,2079.5,2087.5,,,0.605463051,5.471
10/29/14,10/1/14,2014,Oct,-122.7003,47.2767,P38,8,1,Surface,7.755703626,781.6469801,3.2502E+11,1.23,Surf-10m,13.162,29.923,22.433,6.625,210.8,1994.9,2064.7,,,1.027679215,6.896
10/3/14,10/1/14,2014,Oct,-122.708,47.2768,P38,11,3,Surface,7.90111332,538.8254667,33CB20140929,2.834,Surf-10m,14.621,29.613,21.903,10.207,264.7,1919.7,2037.8,,,1.442900943,8.656
10/3/14,10/1/14,2014,Oct,-122.708,47.2768,P38,12,3,Surface,,,33CB20140929,2.825,Surf-10m,14.781,29.532,21.808,10.487,,,,,,,
10/29/14,10/1/14,2014,Oct,-122.7003,47.2767,P38,7,5,5-m,7.732867664,826.1073597,3.2502E+11,4.954,Surf-10m,13.073,29.925,22.451,6.54,207.1,2000.6,2063.5,,,0.974792759,6.776
10/3/14,10/1/14,2014,Oct,-122.708,47.2768,P38,9,5,5-m,,,33CB20140929,5.071,Surf-10m,13.815,29.821,22.226,6.247,,,,,,,
10/3/14,10/1/14,2014,Oct,-122.708,47.2768,P38,10,5,5-m,7.740759775,813.5713639,33CB20140929,5.071,Surf-10m,13.822,29.817,22.222,6.241,194.6,1996.3,2064.1,,,1.018511953,6.366
10/29/14,10/1/14,2014,Oct,-122.7003,47.2767,P38,6,10,Mid,7.781122649,736.3715151,3.2502E+11,9.861,Surf-10m,13.02,29.931,22.466,6.441,198.9,1998.4,2075.4,,,1.083361112,6.506
10/3/14,10/1/14,2014,Oct,-122.708,47.2768,P38,7,10,Mid,7.761783668,774.761873,33CB20140929,9.789,Surf-10m,13.579,29.858,22.302,5.72,180.9,2001.5,2074.9,,,1.060846761,5.917
10/3/14,10/1/14,2014,Oct,-122.708,47.2768,P38,8,10,Mid,,,33CB20140929,9.791,Surf-10m,13.579,29.858,22.302,5.715,,,,,,,
10/3/14,10/1/14,2014,Oct,-122.708,47.2768,P38,4,20,Mid,,,33CB20140929,20.052,Mid 20-30m,13.524,29.895,22.341,5.9,,,,,,,
10/29/14,10/1/14,2014,Oct,-122.7003,47.2767,P38,5,20,Mid,7.732729939,831.1726148,3.2502E+11,20.216,Mid 20-30m,12.896,30.118,22.635,5.415,171.7,2019.8,2083.2,,,0.979511794,5.619
10/3/14,10/1/14,2014,Oct,-122.708,47.2768,P38,6,20,Mid,7.89662714,552.4695733,33CB20140929,20.081,Mid 20-30m,13.519,29.889,22.337,5.811,188,1966.1,2081.8,,,1.405992723,6.15
10/29/14,10/1/14,2014,Oct,-122.7003,47.2767,P38,4,30,Mid,7.700661675,897.9059167,3.2502E+11,30.182,Mid 20-30m,12.901,30.125,22.639,5.359,170.5,2026.8,2081.3,,,0.91325562,5.58
10/3/14,10/1/14,2014,Oct,-122.708,47.2768,P38,5,31,Mid,7.759369674,778.820347,33CB20140929,31.614,Mid 20-30m,13.368,29.929,22.398,5.317,186,2008.5,2081,,,1.04917147,6.085666667
10/29/14,10/1/14,2014,Oct,-122.7003,47.2767,P38,3,50,Mid,7.735967637,821.4250882,3.2502E+11,50.462,Mid 40-60m,12.793,30.138,22.669,5.539,167.8,2019,2083.2,,,0.979766377,5.491
10/3/14,10/1/14,2014,Oct,-122.708,47.2768,P38,3,51,Mid,7.751524909,795.6108507,33CB20140929,51.193,Mid 40-60m,13.293,29.966,22.441,5.14,166,2019.8,2090.4,,,1.032264005,5.431
10/3/14,10/1/14,2014,Oct,-122.708,47.2768,P38,2,80,Deep,7.836276582,641.1113801,33CB20140929,80.782,Deep 70-90m,13.133,30.063,22.547,5.417,176.8,1995.9,2092.1,,,1.225649409,5.786
10/29/14,10/1/14,2014,Oct,-122.7003,47.2767,P38,2,80,Deep,7.738927565,813.4388333,3.2502E+11,80.905,Deep 70-90m,12.624,30.185,22.737,5.519,177.7,2022.2,2087.2,,,0.979246347,5.814
10/3/14,10/1/14,2014,Oct,-122.708,47.2768,P38,1,95,Deep,7.766448447,762.4804032,33CB20140929,95.684,Deep 70-90m,13.085,30.088,22.575,5.422,160.2,2017.7,2092.7,,,1.055891582,5.242
10/29/14,10/1/14,2014,Oct,-122.7003,47.2767,P38,1,95,Deep,7.687334664,919.2571881,3.2502E+11,95.864,Deep 70-90m,12.585,30.191,22.75,5.529,177,2030,2080.4,,,0.871633605,5.793
10/29/14,10/1/14,2014,Oct,-122.5547,48.2413,P4,7,2,Surface,7.802299337,628.1826835,3.2502E+11,1.712,Surf-10m,12.112,23.521,17.674,8.461,256.6,1716.6,1767.7,,,0.801472407,8.356
10/29/14,10/1/14,2014,Oct,-122.5547,48.2413,P4,6,5,5-m,7.843232654,580.8036113,3.2502E+11,5.305,Surf-10m,12.447,26.119,19.625,7.714,241.9,1782.6,1855.8,,,0.991850469,7.893
10/29/14,10/1/14,2014,Oct,-122.5547,48.2413,P4,5,10,Mid,7.849067174,577.2771145,3.2502E+11,10.192,Surf-10m,12.293,27.461,20.69,5.799,216.3,1817.2,1897.4,,,1.052194022,7.064
10/29/14,10/1/14,2014,Oct,-122.5547,48.2413,P4,4,20,Mid,7.47707357,1534.510908,3.2502E+11,20.07,Mid 20-30m,11.822,29.928,22.686,3.067,98.4,2083.2,2073.5,,,0.534117655,3.221
10/29/14,10/1/14,2014,Oct,-122.5547,48.2413,P4,3,30,Mid,7.492906752,1483.049208,3.2502E+11,30.289,Mid 20-30m,11.812,30.265,22.949,3.161,95.2,2092.9,2088.2,,,0.560310241,3.117
10/29/14,10/1/14,2014,Oct,-122.5547,48.2413,P4,2,50,Mid,7.494088656,1479.118607,3.2502E+11,50.418,Mid 40-60m,11.848,30.397,23.045,2.871,91.5,2098,2094.3,,,0.564648773,2.994
10/29/14,10/1/14,2014,Oct,-122.5547,48.2413,P4,1,72,Deep,7.507626394,1429.085113,3.2502E+11,72.737,Mid 70-90m,11.884,30.476,23.099,3.023,96.9,2095.4,2095.9,,,0.582657378,3.173
10/1/14,10/1/14,2014,Oct,-123.0235,47.3565,P402,11,3,Surface,8.083296704,310.8203264,33CB20140929,2.705,Surf-10m,15.429,24.057,17.469,10.325,324,1634.7,1779.9,,,1.657720525,10.55
10/1/14,10/1/14,2014,Oct,-123.0235,47.3565,P402,12,3,Surface,,,33CB20140929,2.699,Surf-10m,15.429,24.062,17.472,10.35,,,,,,,
10/1/14,10/1/14,2014,Oct,-123.0235,47.3565,P402,9,5,5-m,8.11821641,295.5351316,33CB20140929,5.055,Surf-10m,10.963,28.951,22.077,12.227,363.9,1804.5,1975.1,,,1.859975229,11.9
10/1/14,10/1/14,2014,Oct,-123.0235,47.3565,P402,10,5,5-m,,,33CB20140929,5.054,Surf-10m,10.953,28.956,22.082,12.294,,,,,,,
10/1/14,10/1/14,2014,Oct,-123.0235,47.3565,P402,7,11,Mid,,,33CB20140929,10.778,Surf-10m,9.252,29.537,22.806,1.904,66.6,,,,,,2.178
10/1/14,10/1/14,2014,Oct,-123.0235,47.3565,P402,8,11,Mid,,,33CB20140929,10.774,Surf-10m,9.259,29.532,22.802,1.908,,,,,,,
10/1/14,10/1/14,2014,Oct,-123.0235,47.3565,P402,5,21,Deep,7.297288515,2304.346925,33CB20140929,20.965,Mid 20-30m,9.146,29.719,22.964,1.801,60,2134.1,2062.2,,,0.3179453,1.963
10/1/14,10/1/14,2014,Oct,-123.0235,47.3565,P402,6,21,Deep,,,33CB20140929,20.972,Mid 20-30m,9.146,29.719,22.964,1.803,,,,,,,
10/1/14,10/1/14,2014,Oct,-123.0235,47.3565,P402,3,31,Deep,7.285393822,2368.758457,33CB20140929,30.962,Mid 20-30m,9.159,29.8,23.026,1.842,60.1,2139.6,2064.1,,,0.310260278,1.967
10/1/14,10/1/14,2014,Oct,-123.0235,47.3565,P402,4,31,Deep,,,33CB20140929,30.977,Mid 20-30m,9.159,29.8,23.026,1.844,,,,,,,
10/1/14,10/1/14,2014,Oct,-123.0235,47.3565,P402,1,48,Deep,7.286933945,2360.152768,33CB20140929,47.917,Mid 40-60m,9.17,29.87,23.079,1.787,58.8,2143.2,2068.5,,,0.312061956,1.926
10/1/14,10/1/14,2014,Oct,-123.0235,47.3565,P402,2,48,Deep,,,33CB20140929,47.893,Mid 40-60m,9.17,29.87,23.079,1.785,,,,,,,
10/30/14,10/1/14,2014,Oct,-122.6063,47.8973,P8,9,1,Surface,7.718112404,849.0783205,3.2502E+11,1.38,Surf-10m,11.494,28.492,21.63,6.955,213.3,1989.5,2037,,,0.850343956,6.974
10/30/14,10/1/14,2014,Oct,-122.6063,47.8973,P8,8,5,5-m,7.722366513,848.3749392,3.2502E+11,5.241,Surf-10m,11.594,30.058,22.827,6.395,210.5,2025.7,2080.2,,,0.909934422,6.89
10/30/14,10/1/14,2014,Oct,-122.6063,47.8973,P8,7,10,Mid,7.728126263,839.7064975,3.2502E+11,10.007,Surf-10m,11.617,30.223,22.951,6.357,200.2,2034.6,2091.5,,,0.929841884,6.552
10/30/14,10/1/14,2014,Oct,-122.6063,47.8973,P8,6,20,Mid,7.718149322,860.0560293,3.2502E+11,20.408,Mid 20-30m,11.649,30.482,23.147,6.227,210.2,2040.6,2095.8,,,0.917136936,6.881
10/30/14,10/1/14,2014,Oct,-122.6063,47.8973,P8,5,30,Mid,7.551388522,1291.748307,3.2502E+11,30.374,Mid 20-30m,11.703,30.543,23.184,6.268,202.7,2087.6,2097.7,,,0.641357642,6.636
10/30/14,10/1/14,2014,Oct,-122.6063,47.8973,P8,4,50,Mid,7.761436621,770.5959983,3.2502E+11,50.668,Mid 40-60m,11.714,30.597,23.224,6.265,210.2,2029.4,2098,,,1.008485595,6.881
10/30/14,10/1/14,2014,Oct,-122.6063,47.8973,P8,3,80,Deep,7.787484444,722.088004,3.2502E+11,80.794,Deep 70-90m,11.674,30.658,23.279,6.148,197.9,2028.8,2105.6,,,1.06582344,6.481
10/30/14,10/1/14,2014,Oct,-122.6063,47.8973,P8,2,110,Deep,7.744846734,800.6106654,3.2502E+11,111.055,Deep 100-120m,11.665,30.713,23.323,6.077,196.1,2042.7,2107.5,,,0.972270935,6.422
10/30/14,10/1/14,2014,Oct,-122.6063,47.8973,P8,1,128,Deep,7.739359497,808.3017949,3.2502E+11,128.885,Deep 100-120m,11.666,30.726,23.333,6.058,177.5,2039.9,2103.3,,,0.957532215,5.813
4/7/15,4/1/15,2015,Apr,-123.1052,47.4286,P12,12,3,Surface,8.379372525,140.830882,33CB20150405,2.892,Surf-10m,11.6372,25.1693,19.03,13.1126,419.5,1588,1838.4,,,2.673588344,13.68
4/7/15,4/1/15,2015,Apr,-123.1052,47.4287,P12,9,5,5-m,8.387599659,141.1403751,33CB20150405,5.101,Surf-10m,11.7351,26.979,20.415,14.7037,478.1,1655.1,1933.7,,,2.967204884,15.6115
4/7/15,4/1/15,2015,Apr,-123.1052,47.4289,P12,7,11,Mid,7.946290541,462.2729722,33CB20150405,11.011,Surf-10m,10.5324,28.635,21.902,6.2043,261.5,1867.1,1973.6,,,1.286582148,8.55
4/7/15,4/1/15,2015,Apr,-123.1052,47.4291,P12,6,21,Mid,7.559956208,1229.538412,33CB20150405,21.004,Mid 20-30m,10.1891,29.2349,22.425,4.5502,151.4,2033,2037.8,,,0.581089589,4.953
4/7/15,4/1/15,2015,Apr,-123.1052,47.4292,P12,4,31,Mid,7.443593395,1631.133381,33CB20150405,31.117,Mid 20-30m,10.2766,29.4726,22.596,3.6688,118.1,2074.6,2049.6,,,0.455583794,3.866
4/7/15,4/1/15,2015,Apr,-123.1051,47.4294,P12,3,51,Mid,7.463001278,1558.823467,33CB20150405,51.18,Mid 40-60m,10.292,29.6156,22.704,3.5582,111.1,2076.9,2057.7,,,0.478311504,3.6365
4/7/15,4/1/15,2015,Apr,-123.1051,47.4296,P12,2,81,Deep,7.380971356,1892.065817,33CB20150405,81.226,Deep 70-90m,10.4145,29.7798,22.812,2.6328,83.6,2102.1,2061.3,,,0.40147152,2.735
4/7/15,4/1/15,2015,Apr,-123.105,47.4299,P12,1,119,Deep,7.278744587,2419.952865,33CB20150405,120.105,Deep 100-120m,10.5231,30.0945,23.039,1.207,43.8,2151.1,2080.5,,,0.324755733,1.434
4/5/15,4/1/15,2015,Apr,-122.4535,47.7054,P28,11,3,Surface,7.827787963,617.6998523,33CB20150405,2.905,Surf-10m,10.0792,31.6334,24.312,7.7534,266.9,1921.4,2003.6,,,1.06656102,8.748
4/5/15,4/1/15,2015,Apr,-122.4535,47.7054,P28,9,6,5-m,7.816871882,635.5724832,33CB20150405,5.914,Surf-10m,10.0644,31.8324,24.469,7.5454,261.9,1929.5,2009.3,,,1.048419127,8.585
4/5/15,4/1/15,2015,Apr,-122.4535,47.7054,P28,8,11,Mid,7.804216267,656.5666488,33CB20150405,11.051,Surf-10m,9.9776,31.9467,24.573,7.3333,256.5,1938,2014.3,,,1.021687656,8.41
4/5/15,4/1/15,2015,Apr,-122.4535,47.7054,P28,7,21,Mid,7.805523777,656.5160574,33CB20150405,21.051,Mid 20-30m,9.9106,32.0842,24.691,7.157,248.3,1947.9,2025.1,,,1.028999827,8.14
4/5/15,4/1/15,2015,Apr,-122.4535,47.7054,P28,6,31,Mid,7.759714102,732.6361826,33CB20150405,30.87,Mid 20-30m,9.781,32.1758,24.784,6.8379,236.1,1957.1,2021,,,0.927950056,7.743
4/5/15,4/1/15,2015,Apr,-122.4535,47.7054,P28,5,51,Mid,7.76450096,724.7907138,33CB20150405,51.043,Mid 40-60m,9.7045,32.4436,25.005,6.7298,234.8,1965.3,2031.4,,,0.942256522,7.7
4/5/15,4/1/15,2015,Apr,-122.4535,47.7054,P28,4,80,Deep,7.80501058,653.9745754,33CB20150405,81.098,Deep 70-90m,9.7122,32.5223,25.065,6.7438,232.6,1956.5,2035,,,1.026777108,7.628
4/5/15,4/1/15,2015,Apr,-122.4535,47.7054,P28,3,112,Deep,7.736465853,772.2179351,33CB20150405,112.879,Deep 100-120m,9.6278,32.5707,25.117,6.5942,225.5,1976,2035,,,0.882719752,7.398
4/5/15,4/1/15,2015,Apr,-122.4535,47.7054,P28,2,152,Deep,7.754470187,738.564523,33CB20150405,152.977,Deep 140-180m,9.5133,32.75,25.275,6.4453,224.8,1982.2,2047,,,0.917616893,7.374
4/5/15,4/1/15,2015,Apr,-122.4536,47.7054,P28,1,186,Deep,7.74112169,760.3591625,33CB20150405,187.669,Deep 140-180m,9.4957,32.8392,25.348,6.3852,225.7,1986.2,2047.8,,,0.889716091,7.404
4/10/15,4/1/15,2015,Apr,-122.7048,47.2771,P38,12,3,Surface,8.314331761,170.6197919,33CB20150405,2.839,Surf-10m,11.8398,31.2914,23.74,13.2109,454.1,1719.2,2000.7,,,2.914058292,14.876
4/10/15,4/1/15,2015,Apr,-122.705,47.2771,P38,9,5,5-m,8.066354214,333.1954868,33CB20150405,5.304,Surf-10m,11.0846,31.4027,23.961,11.8297,374.5,1820.6,1985,,,1.775363759,12.269
4/10/15,4/1/15,2015,Apr,-122.7052,47.2769,P38,7,10,Mid,7.848474665,585.6614625,33CB20150405,10.421,Surf-10m,10.3391,31.5886,24.234,7.9805,274.6,1910.7,1999.7,,,1.120874477,9.001
4/10/15,4/1/15,2015,Apr,-122.7055,47.2769,P38,5,20,Mid,7.820150416,625.2939164,33CB20150405,20.394,Mid 20-30m,10.2614,31.6375,24.285,7.9371,276.3,1911.7,1992.1,,,1.048932072,9.055
4/10/15,4/1/15,2015,Apr,-122.7057,47.2768,P38,4,30,Mid,7.772095001,705.5740143,33CB20150405,30.362,Mid 20-30m,10.1235,31.678,24.339,7.2668,252,1931.3,1998.1,,,0.945175803,8.259
4/10/15,4/1/15,2015,Apr,-122.706,47.2767,P38,3,51,Mid,,,33CB20150405,51.109,Mid 40-60m,10.0568,31.6886,24.358,6.932,238.9,,2001,,,,7.83
4/10/15,4/1/15,2015,Apr,-122.7064,47.2767,P38,2,81,Deep,7.641619595,962.1240599,33CB20150405,81.155,Deep 70-90m,9.8117,31.7599,24.454,5.9853,208.9,1960.2,1991.8,,,0.700729998,6.848
4/10/15,4/1/15,2015,Apr,-122.7067,47.2767,P38,1,92,Deep,7.645573873,956.0511913,33CB20150405,92.591,Deep 70-90m,9.8287,31.7885,24.474,6.0068,208.7,1968,2000.9,,,0.710027116,6.841333333
4/5/15,4/1/15,2015,Apr,-122.5541,48.2409,P4,11,3,Surface,8.160578412,233.0633585,33CB20150405,2.967,Surf-10m,11.0216,20.3987,15.432,12.8714,407.8,1454,1571.3,,,1.319782,13.2505
4/5/15,4/1/15,2015,Apr,-122.5541,48.2409,P4,9,5,5-m,8.33149504,148.5560391,33CB20150405,5.434,Surf-10m,11.2627,21.7489,16.441,11.6943,377.9,1431.4,1615.8,,,1.967347819,12.2905
4/5/15,4/1/15,2015,Apr,-122.554,48.241,P4,7,10,Mid,7.918417158,469.1003932,33CB20150405,10.138,Surf-10m,10.6999,24.2261,18.449,8.0022,254.6,1711.5,1788.6,,,0.997864382,8.297
4/5/15,4/1/15,2015,Apr,-122.554,48.241,P4,5,20,Mid,7.599225989,1102.320768,33CB20150405,20.454,Mid 20-30m,9.9784,28.6977,22.04,5.4784,174.6,1990.8,2003.5,,,0.609950741,5.7095
4/5/15,4/1/15,2015,Apr,-122.5539,48.2411,P4,3,31,Mid,7.654346673,967.858962,33CB20150405,31.107,Mid 20-30m,9.8864,28.8164,22.147,5.8457,184.3,1988.8,2015.5,,,0.690583288,6.028
4/5/15,4/1/15,2015,Apr,-122.5539,48.2411,P4,2,51,Mid,7.583150278,1146.451538,33CB20150405,51.075,Mid 40-60m,9.89,29.0032,22.292,5.4584,168.2,2006.8,2016.2,,,0.592694208,5.5015
4/5/15,4/1/15,2015,Apr,-122.5538,48.2412,P4,1,82,Deep,7.579526464,1154.690554,33CB20150405,82.52,Deep 70-90m,9.7435,29.1623,22.439,5.278,165.1,2015,2023.7,,,0.586874047,5.401
4/7/15,4/1/15,2015,Apr,-123.0223,47.3573,P402,12,3,Surface,8.275973905,183.0734567,33CB20150405,2.979,Surf-10m,11.9685,24.1205,18.162,12.6022,409,1572.3,1767.4,,,2.104249878,13.3265
4/7/15,4/1/15,2015,Apr,-123.0223,47.3573,P402,9,5,5-m,8.273200133,192.491515,33CB20150405,5.447,Surf-10m,11.4474,27.8507,21.14,14.7502,450.3,1705.1,1933.4,,,2.432207097,14.7145
4/7/15,4/1/15,2015,Apr,-123.0223,47.3573,P402,7,10,Mid,7.687880711,888.0047851,33CB20150405,10.45,Surf-10m,10.8263,28.4469,21.708,8.0583,226,1950,1986,,,0.755171027,7.3885
4/7/15,4/1/15,2015,Apr,-123.0224,47.3573,P402,5,20,Deep,7.33278598,2114.235713,33CB20150405,20.457,Mid 20-30m,10.4525,29.2154,22.367,3.2196,128.9,2090.1,2034,,,0.353981092,4.2175
